episode,timesteps,avg_reward,ep_length,epsilon
62,29952,-28.25,422,0.01
63,29988,0.0,9,0.01
64,30000,0.0,3,0.01
65,30036,0.25,9,0.01
66,31708,-18.25,418,0.01
67,31752,-0.75,11,0.01
68,31768,-0.25,4,0.01
69,31808,-0.5,10,0.01
70,33464,-21.75,414,0.01
71,33528,0.5,16,0.01
72,33532,0.0,1,0.01
73,33576,-1.0,11,0.01
74,35224,-22.5,412,0.01
75,35284,-0.25,15,0.01
76,35296,0.0,3,0.01
77,35332,-1.25,9,0.01
78,36984,-28.5,413,0.01
79,37052,-0.5,17,0.01
80,37060,0.0,2,0.01
81,37092,0.0,8,0.01
82,38756,-27.75,416,0.01
83,38816,-2.25,15,0.01
84,38820,0.0,1,0.01
85,38860,-0.5,10,0.01
86,40512,-21.0,413,0.01
87,40572,-1.75,15,0.01
88,40600,-0.25,7,0.01
89,40616,-0.75,4,0.01
90,42268,-30.75,413,0.01
91,42332,-1.5,16,0.01
92,42352,0.0,5,0.01
93,42368,-0.5,4,0.01
94,44028,-48.5,415,0.01
95,44108,-0.25,20,0.01
96,44116,0.0,2,0.01
97,44132,-0.25,4,0.01
98,45780,-27.25,412,0.01
99,45864,0.5,21,0.01
100,45872,-0.5,2,0.01
101,45892,-0.5,5,0.01
102,47560,-36.25,417,0.01
103,47636,-3.5,19,0.01
104,47648,0.0,3,0.01
105,47660,0.25,3,0.01
106,49320,-28.5,415,0.01
107,49396,-1.0,19,0.01
108,49428,0.0,8,0.01
109,49436,0.5,2,0.01
110,51068,-20.25,408,0.01
111,51172,-1.5,26,0.01
112,51184,-0.25,3,0.01
113,51208,0.0,6,0.01
114,52820,-27.5,403,0.01
115,52924,-0.75,26,0.01
116,52956,0.0,8,0.01
117,52968,-0.5,3,0.01
118,54588,-22.0,405,0.01
119,54676,-1.5,22,0.01
120,54736,-0.25,15,0.01
121,54744,-0.25,2,0.01
122,56344,-27.0,400,0.01
123,56452,-0.25,27,0.01
124,56484,-0.75,8,0.01
125,56512,0.25,7,0.01
126,58120,-41.75,402,0.01
127,58228,-3.0,27,0.01
128,58256,0.0,7,0.01
129,58288,-0.75,8,0.01
130,59884,-29.0,399,0.01
131,60008,-2.25,31,0.01
132,60028,0.5,5,0.01
133,60040,0.5,3,0.01
134,61652,-25.75,403,0.01
135,61784,-2.25,33,0.01
136,61792,-0.5,2,0.01
137,61804,0.0,3,0.01
138,63404,-20.5,400,0.01
139,63536,-1.25,33,0.01
140,63556,0.5,5,0.01
141,63580,0.25,6,0.01
142,65164,-18.75,396,0.01
143,65304,-1.25,35,0.01
144,65328,0.25,6,0.01
145,65332,0.0,1,0.01
146,66924,-23.0,398,0.01
147,67076,-2.75,38,0.01
148,67084,-0.5,2,0.01
149,67088,0.0,1,0.01
150,68672,-32.25,396,0.01
151,68828,-1.0,39,0.01
152,68840,0.0,3,0.01
153,70448,-16.5,402,0.01
154,70588,-3.25,35,0.01
155,70608,0.25,5,0.01
156,72220,-8.0,403,0.01
157,72364,1.25,36,0.01
158,72380,0.0,4,0.01
159,73980,-18.25,400,0.01
160,74124,-2.25,36,0.01
161,74136,0.25,3,0.01
162,74144,-0.5,2,0.01
163,75756,-13.5,403,0.01
164,75876,-3.0,30,0.01
165,75892,0.0,4,0.01
166,75916,-0.5,6,0.01
167,77520,-21.0,401,0.01
168,77636,-0.5,29,0.01
169,77672,-0.75,9,0.01
170,79280,-20.5,402,0.01
171,79404,-1.0,31,0.01
172,79424,-0.25,5,0.01
173,79444,0.25,5,0.01
174,81060,-6.5,404,0.01
175,81160,-0.25,25,0.01
176,81184,-0.25,6,0.01
177,81216,0.5,8,0.01
178,82828,-18.0,403,0.01
179,82932,0.25,26,0.01
180,82956,0.0,6,0.01
181,82964,0.0,2,0.01
182,84588,-5.5,406,0.01
183,84704,-3.0,29,0.01
184,84724,-0.25,5,0.01
185,86352,-16.75,407,0.01
186,86456,-0.25,26,0.01
187,86488,0.0,8,0.01
188,86496,0.5,2,0.01
189,88124,-19.0,407,0.01
190,88216,-1.25,23,0.01
191,88240,0.25,6,0.01
192,88276,0.0,9,0.01
193,89880,-7.25,401,0.01
194,89968,-1.5,22,0.01
195,90004,-0.25,9,0.01
196,90032,0.25,7,0.01
197,91652,-12.5,405,0.01
198,91724,-2.0,18,0.01
199,91760,0.5,9,0.01
200,91784,-0.5,6,0.01
201,93412,-13.0,407,0.01
202,93480,-1.25,17,0.01
203,93524,0.0,11,0.01
204,93544,0.0,5,0.01
205,95168,-25.25,406,0.01
206,95236,-0.5,17,0.01
207,95288,0.0,13,0.01
208,95324,0.0,9,0.01
209,96936,-21.0,403,0.01
210,97008,-2.0,18,0.01
211,97048,-0.25,10,0.01
212,97100,-1.75,13,0.01
213,98700,-5.0,400,0.01
214,98768,-1.25,17,0.01
215,98808,0.0,10,0.01
216,98868,-3.5,15,0.01
